prov_insc;cant_insc;parr_insc;mcap_bie;dur_mat;cau_div;nac_1;sexo_1;edad_1;hijos_1;p_etnica1;niv_inst1;nac_2;sexo_2;edad_2;hijos_2;p_etnica2;niv_inst2
Carchi;Tulcán;González Suárez; No;42;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;63;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;66;0;Mestizo; Educación Básica
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;50;0;Mestizo; Secundaria; Ecuatoriano;Mujer;57;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;22;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Primaria; Ecuatoriano;Mujer;46;1;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;1;Mestizo; Primaria; Ecuatoriano;Mujer;31;2;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;20;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;57;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;44;1;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;32;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;57;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;57;0;Mestizo; Superior no Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;60;0;Mestizo; Primaria; Ecuatoriano;Mujer;50;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;40;0;Mestizo; Secundaria; Ecuatoriano;Mujer;43;2;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;37;0;Mestizo; Primaria; Ecuatoriano;Mujer;31;3;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;26;0;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;1;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;22;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;22;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;47;0;Mestizo; Primaria; Ecuatoriano;Mujer;42;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;32;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;52;0;Mestizo; Primaria; Ecuatoriano;Mujer;54;0;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;19;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;42;0;Mestizo; Secundaria; Ecuatoriano;Mujer;39;3;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;42;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Extranjero;Hombre;35;0;Mestizo; Primaria; Ecuatoriano;Mujer;36;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;6;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Secundaria; Ecuatoriano;Mujer;29;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;49;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;72;0;Mestizo; Primaria; Ecuatoriano;Mujer;70;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;44;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;68;0;Mestizo; Secundaria; Ecuatoriano;Mujer;80;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;30;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Mestizo; Primaria; Ecuatoriano;Mujer;54;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;5;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;32;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;31;2;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Secundaria; Ecuatoriano;Mujer;34;2;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;43;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;64;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;64;0;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;1;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;24;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;23;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;25;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;24;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Secundaria; Ecuatoriano;Mujer;30;2;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;23;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;55;0;Mestizo; Secundaria; Ecuatoriano;Mujer;40;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;41;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;61;0;Mestizo; Secundaria; Ecuatoriano;Mujer;49;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;18;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Secundaria; Ecuatoriano;Mujer;36;3;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;9;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;59;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;55;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;20;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;42;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;2;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Mestizo; Secundaria; Ecuatoriano;Mujer;66;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;12;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;65;0;Mestizo; Primaria; Ecuatoriano;Mujer;43;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;45;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;70;0;Mestizo; Primaria; Ecuatoriano;Mujer;83;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;21;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;56;0;Mestizo; Primaria; Ecuatoriano;Mujer;44;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;18;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;59;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;62;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Secundaria; Ecuatoriano;Mujer;33;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;6;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;35;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;35;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;2;Mestizo; Secundaria; Ecuatoriano;Mujer;29;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;31;0;Mestizo; Secundaria; Ecuatoriano;Mujer;23;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;35;0;Mestizo; Secundaria; Ecuatoriano;Mujer;28;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;2;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Secundaria; Ecuatoriano;Mujer;24;1;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;26;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;43;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;75;0;Mestizo; Secundaria; Ecuatoriano;Mujer;54;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;24;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;77;0;Mestizo; Secundaria; Ecuatoriano;Mujer;50;1;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;37;2;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;35;2;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;27;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;58;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;45;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;1;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;33;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;55;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;5;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;40;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;45;0;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;26;1;Mestizo; Superior Universitario
Carchi;Tulcán;González Suárez; No;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Secundaria; Ecuatoriano;Mujer;46;0;Mestizo; Secundaria
Carchi;Tulcán;González Suárez; No;24;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Secundaria; Ecuatoriano;Mujer;43;1;Mestizo; Secundaria
Carchi;Tulcán;González Suárez; No;20;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;42;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;47;0;Mestizo; Secundaria
Carchi;Tulcán;González Suárez; No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;32;0;Mestizo; Secundaria; Ecuatoriano;Mujer;32;0;Mestizo; Secundaria
Carchi;Tulcán;González Suárez; No;48;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;73;0;Mestizo; Secundaria; Ecuatoriano;Mujer;75;0;Mestizo; Primaria
Carchi;Tulcán;González Suárez; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;60;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;51;0;Mestizo; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;28;0;Mestizo; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;0;Mestizo; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;20;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;40;0;Mestizo; Secundaria; Ecuatoriano;Mujer;37;0;Mestizo; Secundaria
Carchi;Tulcán;González Suárez; No;23; Sin información; Ecuatoriano;Hombre;49;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;41;1;Mestizo; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;6;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;29;0;Sin información; Educación media / Bachillerato; Ecuatoriano;Mujer;27;2;Sin información; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;3;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;30;0;Sin información; Educación media / Bachillerato; Ecuatoriano;Mujer;22;1;Sin información; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;34;1;Sin información; Educación Básica
Carchi;Tulcán;González Suárez; No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;33;0;Sin información; Educación media / Bachillerato; Ecuatoriano;Mujer;30;0;Sin información; Educación media o Bachillerato
Carchi;Tulcán;González Suárez; No;31;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Sin información; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Sin información; Educación media o Bachillerato
Loja;Calvas;Cariamanga; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;53;0;Mestizo; Primaria; Ecuatoriano;Mujer;44;0;Mestizo; Secundaria
Loja;Calvas;Cariamanga; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;37;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;35;2;Mestizo; Superior Universitario
Loja;Calvas;Cariamanga; No;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;56;0;Mestizo; Secundaria; Ecuatoriano;Mujer;50;0;Mestizo; Secundaria
Loja;Calvas;Cariamanga; No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;44;0;Mestizo; Primaria; Ecuatoriano;Mujer;32;3;Mestizo; Primaria
Loja;Calvas;Cariamanga; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;28;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;29;0;Mestizo; Superior Universitario
Loja;Catamayo;Catamayo; No;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;57;0;Mestizo; Primaria; Ecuatoriano;Mujer;49;0;Mestizo; Primaria
Loja;Catamayo;Catamayo; No;22;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;51;0;Mestizo; Primaria; Ecuatoriano;Mujer;46;2;Mestizo; Primaria
Loja;Catamayo;Catamayo; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;26;1;Mestizo; Educación media o Bachillerato
Loja;Catamayo;Catamayo; No;26;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;47;0;Mestizo; Secundaria; Ecuatoriano;Mujer;40;2;Mestizo; Secundaria
Loja;Catamayo;Catamayo; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;63;0;Mestizo; Secundaria; Ecuatoriano;Mujer;53;0;Mestizo; Secundaria
Loja;Catamayo;Catamayo; No;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;59;0;Mestizo; Primaria; Ecuatoriano;Mujer;47;1;Mestizo; Primaria
Loja;Catamayo;Catamayo; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;44;0;Mestizo; Primaria; Ecuatoriano;Mujer;41;3;Mestizo; Secundaria
Loja;Celica;Celica, cabecera cantonal; No;27;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;49;0;Mestizo; Primaria; Ecuatoriano;Mujer;42;0;Mestizo; Primaria
Loja;Celica;Celica, cabecera cantonal; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;50;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;2;Mestizo; Primaria
Loja;Celica;Celica, cabecera cantonal; No;13;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;34;0;Mestizo; Secundaria; Ecuatoriano;Mujer;34;4;Mestizo; Secundaria
Loja;Celica;Celica, cabecera cantonal; No;8;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;30;0;Mestizo; Primaria; Ecuatoriano;Mujer;27;2;Mestizo; Primaria
Loja;Macará;Macará  (Manuel Enrique Rengel Suquilanda); No;12;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;32;1;Mestizo; Educación Básica
Loja;Macará;Macará  (Manuel Enrique Rengel Suquilanda); No;6;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;29;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;26;1;Mestizo; Educación media o Bachillerato
Loja;Macará;Macará  (Manuel Enrique Rengel Suquilanda); No;46;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;67;0;Mestizo; Primaria; Ecuatoriano;Mujer;64;0;Mestizo; Educación media o Bachillerato
Loja;Paltas;Catacocha; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;28;1;Mestizo; Educación media o Bachillerato
Loja;Paltas;Catacocha; No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Secundaria; Ecuatoriano;Mujer;28;3;Mestizo; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal; No;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Mestizo; Primaria; Ecuatoriano;Mujer;38;3;Mestizo; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal; No;23;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Indígena; Primaria; Ecuatoriano;Mujer;42;0;Indígena; Primaria
Loja;Saraguro;Saraguro, cabecera cantonal; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Primaria; Ecuatoriano;Mujer;27;2;Mestizo; Educación Básica
Loja;Saraguro;Saraguro, cabecera cantonal; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;36;0;Indígena; Primaria; Ecuatoriano;Mujer;34;3;Indígena; Secundaria
Loja;Zapotillo;Zapotillo, cabecera cantonal; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Primaria; Ecuatoriano;Mujer;31;2;Mestizo; Educación media o Bachillerato
Loja;Zapotillo;Zapotillo, cabecera cantonal; No;15;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;36;0;Mestizo; Primaria; Ecuatoriano;Mujer;33;3;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;45;0;Mestizo; Secundaria; Ecuatoriano;Mujer;43;1;Mestizo; Posgrado
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;45;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;66;0;Mestizo; Primaria; Ecuatoriano;Mujer;62;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Secundaria; Ecuatoriano;Mujer;35;1;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;40;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;61;0;Mestizo; Primaria; Ecuatoriano;Mujer;54;0;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Secundaria; Ecuatoriano;Mujer;40;3;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;39;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;74;0;Mestizo; Secundaria; Ecuatoriano;Mujer;59;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;31;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;58;0;Mestizo; Primaria; Ecuatoriano;Mujer;48;2;Mestizo; Primaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;24;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;49;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;45;2;Mestizo; Superior Universitario
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;9;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;36;0;Blanco; Educación media / Bachillerato; Ecuatoriano;Mujer;31;3;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;1;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;57;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;56;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;33;0;Mestizo; Secundaria; Extranjero;Mujer;30;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;26;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;66;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;45;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;25;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;23;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;49;0;Mestizo; Secundaria
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;48;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;21;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;44;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;43;0;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;35;1;Mestizo; Educación media o Bachillerato
Loja;Loja;Loja, cabecera cantonal y capital provincial; No;27;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;45;0;Mestizo; Educación media o Bachillerato
